r_datetime,url,title,citation,snippet
2020-09-23T05:54:10Z,https://pubmed.ncbi.nlm.nih.gov/?term=INIPARIB(BSI-201)&sort=date&size=20,Homologous Recombination Deficiency (HRD) Score Predicts Response to Platinum-Containing Neoadjuvant Chemotherapy in Patients with Triple-Negative Breast Cancer.,Clin Cancer Res. 2016 Aug 1;22(15):3764-73. doi: 10.1158/1078-0432.CCR-15-2477. Epub 2016 Mar 8.,"RESULTS: In a trial of neoadjuvant platinum, gemcitabine, and iniparib, HR deficiency predicted residual cancer burden score of 0 or I (RCB 0/I) and pathologic complete response (pCR; OR = 4.96, P = 0.0036; OR = 6.52, P = 0.0058). ...When restricted to BRCA1/2 nonmutated t …"
2020-09-23T05:54:10Z,https://pubmed.ncbi.nlm.nih.gov/?term=INIPARIB(BSI-201)&sort=date&size=20,A Comparative Oncology Study of Iniparib Defines Its Pharmacokinetic Profile and Biological Activity in a Naturally-Occurring Canine Cancer Model.,PLoS One. 2016 Feb 11;11(2):e0149194. doi: 10.1371/journal.pone.0149194. eCollection 2016.,Dogs were treated with iniparib alone and in combination with carboplatin chemotherapy. Iniparib doses ranged between 10-70 mg/kg intravenously (IV). ...The maximum tolerated dose (MTD) of iniparib was not identified. Moderate to high variability in plasma ex …
2020-09-23T05:54:10Z,https://pubmed.ncbi.nlm.nih.gov/?term=INIPARIB(BSI-201)&sort=date&size=20,Synergistic Effect of Trabectedin and Olaparib Combination Regimen in Breast Cancer Cell Lines.,J Breast Cancer. 2015 Dec;18(4):329-38. doi: 10.4048/jbc.2015.18.4.329. Epub 2015 Dec 23.,"METHODS: We have evaluated the in vitro synergistic effect of combinations of trabectedin and three different PARP inhibitors (veliparib, olaparib, and iniparib) in four breast cancer cell lines, each presenting a different BRCA1 genetic background. ...Synergistic effects …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Tumor Microenvironment Targeting Nano-Bio Emulsion for Synergistic Combinational X-Ray PDT with Oncolytic Bacteria Therapy.,Adv Healthc Mater. 2020 Jul;9(13):e1901812. doi: 10.1002/adhm.201901812. Epub 2020 Jun 11.,"Herein, a nano-bio therapeutic emulsion formulated with multifunctional nanoscintillators and anaerobic Clostridium novyi-NT spores for synergistic image-guided combinational cancer therapy is reported. ...An anaerobic oncolytic bacterium (C. novyi- …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Iron-Oxide Nanocluster Labeling of Clostridium novyi-NT Spores for MR Imaging-Monitored Locoregional Delivery to Liver Tumors in Rat and Rabbit Models.,J Vasc Interv Radiol. 2019 Jul;30(7):1106-1115.e1. doi: 10.1016/j.jvir.2018.11.002. Epub 2019 Apr 2.,PURPOSE: To label Clostridium novyi-NT spores (C. novyi-NT) with iron oxide nanoclusters and track distribution of bacteria during magnetic resonance (MR) imaging-monitored locoregional delivery to liver tumors using intratumoral injection or in …
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Immune response to C. novyi-NT immunotherapy.,Vet Res. 2018 Apr 24;49(1):38. doi: 10.1186/s13567-018-0531-0.,Clostridium novyi-NT (CVN-NT) spores germinate in hypoxic regions of tumors and have successfully cured induced neoplasia in mouse models and resulted in objective tumor responses in naturally developing neoplasia in the dog. ...Intratumoral injection …
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Identification of immunologic and clinical characteristics that predict inflammatory response to C. Novyi-NT bacteriolytic immunotherapy.,BMC Vet Res. 2018 Apr 2;14(1):119. doi: 10.1186/s12917-018-1424-1.,"BACKGROUND: Clostridium novyi-NT (CNV-NT), has shown promise as a bacterolytic therapy for solid tumors in mouse models and in dogs with naturally developing neoplasia. ...RESULTS: Dogs that developed an inflammatory response to CNV-NT had a hig …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Learning from Clostridium novyi-NT: How to defeat cancer.,J Cancer Res Ther. 2018;14(Supplement):S1-S6. doi: 10.4103/0973-1482.204841.,"Here, we take ""Clostridium novyi"" for the search keyword in the PubMed from 2000 to 2015 and describe that C. novyi-NT spores act as ""Trojan horse"" for bacteriolytic therapy. ...Therefore, C. novyi-NT spores should be an effective and saf …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Branched Gold Nanoparticle Coating of Clostridium novyi-NT Spores for CT-Guided Intratumoral Injection.,Small. 2017 Feb;13(5):10.1002/smll.201602722. doi: 10.1002/smll.201602722. Epub 2016 Nov 15.,Branched gold nanoparticle (BGNP)-coated Clostridium novyi-NT (C. novyi-NT) spores are developed for computed tomography (CT)-guided bacteriolytic tumor therapy. ...
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Clostridium novyi-NT in cancer therapy.,Genes Dis. 2016 Feb 6;3(2):144-152. doi: 10.1016/j.gendis.2016.01.003. eCollection 2016 Jun.,The attenuated anaerobic bacterium Clostridium novyi-NT (C. novyi-NT) is known for its ability to precisely germinate in and eradicate treatment-resistant hypoxic tumors in various experimental animal models and spontaneously occurring canine sa …
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Clostridium to treat cancer: dream or reality?,Ann Transl Med. 2015 May;3(Suppl 1):S21. doi: 10.3978/j.issn.2305-5839.2015.03.39.,"In their paper ""Intratumoral injection of Clostridium novyi-NT spores induces antitumor responses"", Roberts et al. describe the induction of antitumor responses following local spore administration of an attenuated C. novyi strain (C. novyi-N …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Clostridium novyi-NT can cause regression of orthotopically implanted glioblastomas in rats.,Oncotarget. 2015 Mar 20;6(8):5536-46. doi: 10.18632/oncotarget.3627.,"The spore-forming anaerobic bacterium Clostridium novyi-NT(C. novyi-NT) has the ability to propagate in tumor-generated hypoxia, leading to oncolysis. Here, we show that intravenously injected spores of C. novyi-NT led to dramatic …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,MRI-monitored intra-tumoral injection of iron-oxide labeled Clostridium novyi-NT anaerobes in pancreatic carcinoma mouse model.,PLoS One. 2014 Dec 30;9(12):e116204. doi: 10.1371/journal.pone.0116204. eCollection 2014.,OBJECTIVES: To validate the feasibility of labeling Clostridium novyi-NT (C.novyi-NT) anaerobes with iron-oxide nanoparticles for magnetic resonance imaging (MRI) and demonstrate the potential to use MRI to visualize intra-tumoral delivery of th …
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Intratumoral injection of Clostridium novyi-NT spores induces antitumor responses.,Sci Transl Med. 2014 Aug 13;6(249):249ra111. doi: 10.1126/scitranslmed.3008982.,"Species of Clostridium bacteria are notable for their ability to lyse tumor cells growing in hypoxic environments. We show that an attenuated strain of Clostridium novyi (C. novyi-NT) induces a microscopically precise, tumor-localized response i …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Noninvasive imaging of infection after treatment with tumor-homing bacteria using Chemical Exchange Saturation Transfer (CEST) MRI.,Magn Reson Med. 2013 Dec;70(6):1690-8. doi: 10.1002/mrm.24955. Epub 2013 Oct 7.,"METHODS: The CEST parameters of the anaerobic gram-positive bacterium Clostridium novyi-NT (C. novyi-NT) were first characterized in vitro, then used to detect C. novyi-NT germination and infection in subcutaneous CT26 colorectal t …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Evaluation of Clostridium novyi-NT spores in dogs with naturally occurring tumors.,Am J Vet Res. 2012 Jan;73(1):112-8. doi: 10.2460/ajvr.73.1.112.,OBJECTIVE: To establish the maximum tolerated dose of Clostridium novyi-NT spores in tumor-bearing dogs and evaluate spore germination within tumors and tumor response. ...Clostridium novyi-NT was cultured from 1 of 6 tumors. Five dogs we …
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Structural characterization of the polar lipids of Clostridium novyi NT. Further evidence for a novel anaerobic biosynthetic pathway to plasmalogens.,Biochim Biophys Acta. 2011 Mar;1811(3):186-93. doi: 10.1016/j.bbalip.2010.12.010. Epub 2010 Dec 30.,"A study of the polar lipids of Clostridium novyi NT has revealed the presence of phosphatidylethanolamine (PE) and cardiolipin as major phospholipids with smaller amounts of phosphatidylglycerol (PG), lysyl-PG and alanyl-PG. ...These findings are consistent w …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Bacteriolytic therapy of experimental pancreatic carcinoma.,World J Gastroenterol. 2010 Jul 28;16(28):3546-52. doi: 10.3748/wjg.v16.i28.3546.,"AIM: To investigate the effectiveness of Clostridium novyi (C. novyi)-NT spores for the treatment of established subcutaneous pancreatic tumor in the syngeneic, immunocompetent Panc02/C57Bl/6 model. METHODS: C. novyi-NT spores were applie …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Combination of a fluorescent dye and a Zn-S cluster and its biological application as a stain for bacteria.,Inorg Chem. 2010 Feb 15;49(4):1319-21. doi: 10.1021/ic9023629.,"An ionic-pair charge-transfer salt [C(15)H(16)N(3)](+)[Zn(8)S(SC(6)H(5))(15).H(2)O](-) (1) featuring a fluorescent dye and a wurtzite-like octanuclear Zn-S cluster shows high stability when staining bacteria Escherichia coli, Salmonella typhimurium, and Clostridium novy …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,"Targeting cancer with bugs and liposomes: ready, aim, fire.",Cancer Res. 2007 Oct 15;67(20):9605-8. doi: 10.1158/0008-5472.CAN-07-1565.,This article will highlight the recent advance in using a novel lipase secreted by the tumor-colonizing anaerobic bacterium Clostridium novyi-NT to induce the targeted release of liposomal payloads within tumors....
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,Spore coat architecture of Clostridium novyi NT spores.,J Bacteriol. 2007 Sep;189(17):6457-68. doi: 10.1128/JB.00757-07. Epub 2007 Jun 22.,"Spores of the anaerobic bacterium Clostridium novyi NT are able to germinate in and destroy hypoxic regions of tumors in experimental animals. ...In addition to their implications for understanding the biology of C. novyi NT, these studies docum …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,A bacterial protein enhances the release and efficacy of liposomal cancer drugs.,Science. 2006 Nov 24;314(5803):1308-11. doi: 10.1126/science.1130651.,"Clostridium novyi-NT is an anaerobic bacterium that can infect hypoxic regions within experimental tumors. Because C. novyi-NT lyses red blood cells, we hypothesized that its membrane-disrupting properties could be exploited to enhance the relea …"
2020-09-23T05:54:14Z,https://pubmed.ncbi.nlm.nih.gov/?term=CLOSTRIDIUMNOVYI-NT&sort=date&size=20,The genome and transcriptomes of the anti-tumor agent Clostridium novyi-NT.,Nat Biotechnol. 2006 Dec;24(12):1573-80. doi: 10.1038/nbt1256. Epub 2006 Nov 19.,"Clostridium novyi-NT spores represent one of the most promising of these agents, as they generate potent anti-tumor effects in experimental animals. We have determined the 2.55-Mb genomic sequence of C. novyi-NT, identifying a new type of transp …"
2020-09-23T05:54:17Z,https://pubmed.ncbi.nlm.nih.gov/?term=KTN3379&sort=date&size=20,HER3 targeting potentiates growth suppressive effects of the PI3K inhibitor BYL719 in pre-clinical models of head and neck squamous cell carcinoma.,Sci Rep. 2019 Jun 24;9(1):9130. doi: 10.1038/s41598-019-45589-y.,"Combination treatment with KTN3379, a monoclonal antibody targeted against HER3, and BYL719 led to enhanced suppression of in vitro and in vivo cancer growth and durable suppression of AKT and S6. Therefore, inhibition of HER3 with KTN3379 enhanced the effects of PI …"
2020-09-23T05:54:17Z,https://pubmed.ncbi.nlm.nih.gov/?term=KTN3379&sort=date&size=20,ErbB activation signatures as potential biomarkers for anti-ErbB3 treatment in HNSCC.,PLoS One. 2017 Jul 19;12(7):e0181356. doi: 10.1371/journal.pone.0181356. eCollection 2017.,"Surprisingly, we found that while NRG1 is required for ErbB3 activation, it was not sufficient to fully predict for KTN3379 activity. ...Furthermore, NRG1-positive HNSCC cell lines that secreted high levels of AREG and TGFα or contained high levels of EGFR homodimers (H11D …"
2020-09-23T05:54:17Z,https://pubmed.ncbi.nlm.nih.gov/?term=KTN3379&sort=date&size=20,Human Papillomavirus Regulates HER3 Expression in Head and Neck Cancer: Implications for Targeted HER3 Therapy in HPV+ Patients.,Clin Cancer Res. 2017 Jun 15;23(12):3072-3083. doi: 10.1158/1078-0432.CCR-16-2203. Epub 2016 Dec 16.,"The dependency of HPV(+) and HPV(-) HNSCC models on HER3 was evaluated with anti-HER3 siRNAs and the clinical stage anti-HER3 monoclonal antibody KTN3379.Results: HER3 was overexpressed in HPV(+) HNSCC, where it was associated with worse overall survival in patients with p …"
2020-09-23T05:54:17Z,https://pubmed.ncbi.nlm.nih.gov/?term=KTN3379&sort=date&size=20,Effect of treatment of rectal cancer metastasis with intravitreal bevacizumab (Avastin) in patient with subretinal fluid and macular oedema: short-term follow-up.,BMJ Case Rep. 2016 Sep 2;2016:bcr2016216273. doi: 10.1136/bcr-2016-216273.,A patient with grade VI KRAS mutation rectal cancer with metastasis to the lung and cerebellum presented with left eye choroidal metastasis 1 week after being started on the experimental medication KTN3379. ...
2020-09-23T05:54:17Z,https://pubmed.ncbi.nlm.nih.gov/?term=KTN3379&sort=date&size=20,A Potent HER3 Monoclonal Antibody That Blocks Both Ligand-Dependent and -Independent Activities: Differential Impacts of PTEN Status on Tumor Response.,Mol Cancer Ther. 2016 Apr;15(4):689-701. doi: 10.1158/1535-7163.MCT-15-0555. Epub 2016 Feb 15.,We developed a fully human mAb against HER3 (KTN3379) that efficiently suppressed HER3 activity in both ligand-dependent and independent settings. ...KTN3379 is currently undergoing a phase Ib clinical trial in patients with advanced solid tumors. Our current study …
2020-09-23T05:54:17Z,https://pubmed.ncbi.nlm.nih.gov/?term=KTN3379&sort=date&size=20,Inhibition of ErbB3 by a monoclonal antibody that locks the extracellular domain in an inactive configuration.,Proc Natl Acad Sci U S A. 2015 Oct 27;112(43):13225-30. doi: 10.1073/pnas.1518361112. Epub 2015 Oct 12.,"Here we describe the crystal structure of the Fab fragment of an antagonistic monoclonal antibody KTN3379, currently in clinical development in human cancer patients, in complex with the ErbB3 extracellular domain. ..."
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Development and clinical application of anti-HER2 monoclonal and bispecific antibodies for cancer treatment.,Exp Hematol Oncol. 2017 Nov 28;6:31. doi: 10.1186/s40164-017-0091-4. eCollection 2017.,"MM-111, ertumaxomab) and activated T cells armed with anti-HER2 bispecific antibody (HER2Bi-aATC). Trastuzumab is a classic drug for the treatment of HER2 positive metastatic breast cancer. ...Ertumaxomab enhanced the interaction of immune effector cells and tumor c …"
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,A phase I trial of the trifunctional anti Her2 × anti CD3 antibody ertumaxomab in patients with advanced solid tumors.,BMC Cancer. 2016 Jul 7;16:420. doi: 10.1186/s12885-016-2449-0.,"BACKGROUND: Ertumaxomab (ertu) is a bispecific, trifunctional antibody targeting Her2/neu, CD3 and the Fcγ-receptors I, IIa, and III forming a tri-cell complex between tumor cell, T cell and accessory cells. ..."
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Targeting the HER2 receptor in metastatic breast cancer.,Hematol Oncol Stem Cell Ther. 2012;5(3):127-37. doi: 10.5144/1658-3876.2012.127.,"Several other targeted agents, including T-DM1, pertuzumab, neratinib, afatinib and ertumaxomab, are currently being tested in vivo as well as in clinical studies. ..."
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Trifunctional antibody ertumaxomab: Non-immunological effects on Her2 receptor activity and downstream signaling.,MAbs. 2012 Sep-Oct;4(5):614-22. doi: 10.4161/mabs.21003. Epub 2012 Jul 23.,"Whether molecular effects, however, might contribute to the cellular antitumor efficiency of ertumaxomab are largely unknown. ...RESULTS: The Kd of ertumaxomab for Her2-binding was determined at 265 nM and the ertumaxomab binding epitope was found to not over …"
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Trifunctional antibodies induce efficient antitumour activity with immune cells from head and neck squamous cell carcinoma patients after radio-chemotherapy treatment.,Clin Transl Oncol. 2011 Dec;13(12):889-98. doi: 10.1007/s12094-011-0751-5.,"BACKGROUND Trifunctional antibodies, such as catumaxomab (anti-EpCAM×anti-CD3) and ertumaxomab (anti- HER-2/neu×anti-CD3), transiently link immune effector cells to tumour cells, which results in cellular cytotoxicity towards the tumour cells. ...The potency of catumaxomab …"
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Targeted therapy in breast cancer: what's new?,Swiss Med Wkly. 2011 Jun 27;141:w13231. doi: 10.4414/smw.2011.13231. eCollection 2011.,"In this review we discuss the major newly developed targeted agents in breast cancer treatment, including the novel anti-HER-2 monoclonal antibody pertuzumab or ertumaxomab, small molecular tyrosine inhibitor lapatinib, selective PARP1 inhibitor olaparib, mTOR inhibitor ra …"
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Structural and functional characterization of the trifunctional antibody catumaxomab.,MAbs. 2010 May-Jun;2(3):309-19. doi: 10.4161/mabs.2.3.11791. Epub 2010 May 16.,"., EpCAM (catumaxomab), HER2/neu (ertumaxomab), CD20 (FBTA05), gangliosides GD2/GD3 (Ektomun), on appropriate tumor target cells associated with carcinomas, lymphomas or melanomas. ..."
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Evolving novel anti-HER2 strategies.,Lancet Oncol. 2009 Dec;10(12):1179-87. doi: 10.1016/S1470-2045(09)70315-8.,
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,The trifunctional antibody ertumaxomab destroys tumor cells that express low levels of human epidermal growth factor receptor 2.,Cancer Res. 2009 May 15;69(10):4270-6. doi: 10.1158/0008-5472.CAN-08-2861. Epub 2009 May 12.,"The trifunctional antibody ertumaxomab targets HER2/neu, CD3, and activating Fcgamma receptors. In presence of ertumaxomab, tri-cell complexes consisting of tumor cells, T cells, and accessory cells form to cause tumor cell lysis. ...Ertumaxomab-mediated acti …"
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,The HER-2 receptor and breast cancer: ten years of targeted anti-HER-2 therapy and personalized medicine.,Oncologist. 2009 Apr;14(4):320-68. doi: 10.1634/theoncologist.2008-0230. Epub 2009 Apr 3.,"A series of novel HER-2-targeting agents is also presented, including pertuzumab, ertumaxomab, HER-2 vaccines, and recently discovered tyrosine kinase inhibitors. ..."
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Ertumaxomab: a trifunctional antibody for breast cancer treatment.,Expert Opin Investig Drugs. 2008 Oct;17(10):1553-8. doi: 10.1517/13543784.17.10.1553.,"Ertumaxomab is an intact bispecific antibody targeting HER2/neu and CD3 with preferential binding to activating Fcgamma type I/III-receptors, resulting in the formation of a tri-cell complex among tumour cell, T cell and accessory cell. ...Owing to efficient tumour cell de …"
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,ErbB-directed immunotherapy: antibodies in current practice and promising new agents.,Immunol Lett. 2008 Mar 15;116(2):126-40. doi: 10.1016/j.imlet.2007.12.001. Epub 2007 Dec 26.,"In this review, we discuss the biological and clinical background of ErbB targeting, and describe the most successful antibodies against ErbB1 (cetuximab, panitumumab, matuzumab, nimotuzumab, ICR62, mAb 528, ch806 and MDX-447) and ErbB2 (trastuzumab, pertuzumab, MDX-H210, 2B1, C6 …"
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Gateways to clinical trials.,Methods Find Exp Clin Pharmacol. 2006 Dec;28(10):719-40.,"This issue focuses on the following selection of drugs: 5-Methyltetrahydrofolate, 9-aminocamptothecin; AdPEDF.11, AE-37, albumin interferon alfa, alicaforsen sodium, alvocidib hydrochloride, AMG-706, arginine butyrate, avanafil, axitinib, azimilide hydrochloride; BAY-579352, bela …"
2020-09-23T05:54:21Z,https://pubmed.ncbi.nlm.nih.gov/?term=ERTUMAXOMAB&sort=date&size=20,Phase I trial of the trifunctional anti-HER2 x anti-CD3 antibody ertumaxomab in metastatic breast cancer.,Clin Cancer Res. 2006 May 15;12(10):3085-91. doi: 10.1158/1078-0432.CCR-05-2436.,"EXPERIMENTAL DESIGN: Three ascending doses of ertumaxomab (10-200 microg) were administered i.v. on day 1, 7 +/- 1, and 13 +/- 1. ...DISCUSSION: Treatment with triple infusions of ertumaxomab yields a strong immunologic response. Doses up to 100 microg can be safely …"
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,PU-H71: An improvement on nature's solutions to oncogenic Hsp90 addiction.,Pharmacol Res. 2015 Sep;99:202-16. doi: 10.1016/j.phrs.2015.06.007. Epub 2015 Jun 25.,
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,HSP90 inhibition enhances antimitotic drug-induced mitotic arrest and cell death in preclinical models of non-small cell lung cancer.,PLoS One. 2014 Dec 26;9(12):e115228. doi: 10.1371/journal.pone.0115228. eCollection 2014.,"Therefore, we investigated the molecular mechanism of action of IPI-504 (retaspimycin HCl), a potent and selective inhibitor of HSP90, in combination with the microtubule targeting agent (MTA) docetaxel, in preclinical models of NSCLC. ...Our data provide a p …"
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,Discontinued in 2013: oncology drugs.,Expert Opin Investig Drugs. 2015 Jan;24(1):95-110. doi: 10.1517/13543784.2015.971154. Epub 2014 Oct 14.,
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,Profiling Hsp90 differential expression and the molecular effects of the Hsp90 inhibitor IPI-504 in high-grade glioma models.,J Neurooncol. 2014 Dec;120(3):473-81. doi: 10.1007/s11060-014-1579-y. Epub 2014 Aug 13.,"Retaspimycin hydrochloride (IPI-504), an Hsp90 (heat shock protein 90) inhibitor, has shown activity in multiple preclinical cancer models, such as lung, breast and ovarian cancers. ...The effects of IPI-504 on cell proliferation, apoptosis, mot …"
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,A phase I study of the HSP90 inhibitor retaspimycin hydrochloride (IPI-504) in patients with gastrointestinal stromal tumors or soft-tissue sarcomas.,Clin Cancer Res. 2013 Nov 1;19(21):6020-9. doi: 10.1158/1078-0432.CCR-13-0953. Epub 2013 Sep 17.,"This phase I study investigated the safety and maximum tolerated dose (MTD) of retaspimycin hydrochloride (IPI-504), a novel potent and selective HSP90 inhibitor, in patients with metastatic and/or unresectable GIST or other soft-tissue sarcomas (STS). ...Exp …"
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,Hsp90 inhibitors in breast cancer: a systematic review.,Breast. 2013 Oct;22(5):569-78. doi: 10.1016/j.breast.2013.06.003. Epub 2013 Jul 17.,
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,A multicenter trial evaluating retaspimycin HCL (IPI-504) plus trastuzumab in patients with advanced or metastatic HER2-positive breast cancer.,Breast Cancer Res Treat. 2013 May;139(1):107-13. doi: 10.1007/s10549-013-2510-5. Epub 2013 Apr 12.,"Retaspimycin HCl at 300 mg/m² weekly in combination with trastuzumab was well tolerated and without significant toxicities. Modest clinical activity was observed, but did not meet criteria for trial expansion. The safety profile for patients on study raises the possibility …"
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,Geldanamycin and its derivatives as Hsp90 inhibitors.,Front Biosci (Landmark Ed). 2012 Jun 1;17:2269-77. doi: 10.2741/4050.,"Therefore, its analogues, including 17AAG, 17DMAG, Tanespimycin and Retaspimycin hydrochloride, with improved pharmacokinetic profiles, have been developed...."
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,A phase 1 study of IPI-504 (retaspimycin hydrochloride) in patients with relapsed or relapsed and refractory multiple myeloma.,Leuk Lymphoma. 2011 Dec;52(12):2308-15. doi: 10.3109/10428194.2011.600481. Epub 2011 Aug 18.,"Abstract A phase 1 study of IPI-504 (retaspimycin hydrochloride) administered intravenously twice weekly for 2 weeks at 22.5, 45, 90, 150, 225, 300 or 400 mg/m(2) followed by 10 days off-treatment was conducted to determine the safety and maximum tolerated do …"
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,"The heat shock protein 90 inhibitor IPI-504 induces KIT degradation, tumor shrinkage, and cell proliferation arrest in xenograft models of gastrointestinal stromal tumors.",Mol Cancer Ther. 2011 Oct;10(10):1897-908. doi: 10.1158/1535-7163.MCT-11-0148. Epub 2011 Aug 8.,The observation that heat shock protein 90 (HSP90) inhibition results in KIT degradation prompted us to assess the efficacy of the HSP90 inhibitor retaspimycin hydrochloride (IPI-504) alone or in combination with imatinib or sunitinib in two GIST xenografts w …
2020-09-23T05:54:29Z,https://pubmed.ncbi.nlm.nih.gov/?term=RETASPIMYCIN(IPI-504)&sort=date&size=20,"Multicenter phase II trial of the heat shock protein 90 inhibitor, retaspimycin hydrochloride (IPI-504), in patients with castration-resistant prostate cancer.",Urology. 2011 Sep;78(3):626-30. doi: 10.1016/j.urology.2011.04.041. Epub 2011 Jul 18.,OBJECTIVE: To evaluate clinical activity and safety of retaspimycin hydrochloride (IPI-504) in patients with castration-resistant prostate cancer (CRPC). ...IPI-504 is being investigated at less-intensive doses and schedules in other tumor types …
